episode,iteration,epReward,Number of Balls
1889.00,39.00,3.91,2900.00
1939.00,38.00,4.23,2975.00
1569.00,47.00,3.86,2660.00
1639.00,45.00,4.34,2630.00
1539.00,48.00,4.11,2525.00
1719.00,43.00,4.25,2735.00
1509.00,49.00,3.73,2480.00
1849.00,40.00,3.70,2900.00
1609.00,46.00,3.95,2630.00
1899.00,39.00,4.25,2915.00
1809.00,41.00,4.24,2645.00
1649.00,45.00,3.91,2630.00
1579.00,47.00,3.67,2675.00
1769.00,42.00,4.15,2705.00
1689.00,44.00,4.08,2690.00
1729.00,43.00,3.98,2735.00
1549.00,48.00,3.97,2525.00
1519.00,49.00,4.18,2495.00
1909.00,39.00,3.65,2930.00
1619.00,46.00,4.23,2630.00
1819.00,41.00,4.02,2660.00
1659.00,45.00,4.04,2645.00
1589.00,47.00,3.92,2675.00
1779.00,42.00,3.79,2720.00
1699.00,44.00,3.89,2690.00
1739.00,43.00,4.55,2750.00
1969.00,38.00,4.07,2975.00
1559.00,48.00,4.19,2525.00
1529.00,49.00,4.14,2495.00
1629.00,46.00,3.80,2630.00
1829.00,41.00,3.96,2660.00
1669.00,45.00,3.98,2645.00
1789.00,42.00,4.14,2735.00
1599.00,47.00,3.99,2675.00
1709.00,44.00,3.89,2705.00
1749.00,43.00,4.12,2765.00
1929.00,39.00,4.17,2960.00
1569.00,48.00,3.70,2525.00
1639.00,46.00,3.86,2630.00
1539.00,49.00,3.91,2495.00
1679.00,45.00,4.25,2660.00
1989.00,38.00,4.16,2990.00
1939.00,39.00,3.99,2960.00
1609.00,47.00,3.98,2675.00
1719.00,44.00,4.21,2705.00
1579.00,48.00,4.40,2555.00
1849.00,41.00,4.29,2675.00
1649.00,46.00,3.93,2645.00
1549.00,49.00,3.84,2510.00
1899.00,40.00,4.09,2945.00
1809.00,42.00,4.33,2750.00
1689.00,45.00,3.87,2675.00
1769.00,43.00,4.22,2765.00
1729.00,44.00,4.25,2705.00
1619.00,47.00,4.12,2675.00
1859.00,41.00,3.79,2690.00
1589.00,48.00,4.03,2570.00
1659.00,46.00,4.32,2645.00
1909.00,40.00,3.99,2945.00
1559.00,49.00,4.03,2510.00
1699.00,45.00,3.97,2675.00
1779.00,43.00,4.06,2780.00
1739.00,44.00,4.28,2705.00
1629.00,47.00,3.82,2675.00
1869.00,41.00,4.12,2705.00
1599.00,48.00,4.31,2570.00
1669.00,46.00,3.77,2660.00
1969.00,39.00,4.12,3005.00
1829.00,42.00,4.22,2750.00
1569.00,49.00,4.08,2510.00
1709.00,45.00,4.17,2675.00
1789.00,43.00,3.78,2780.00
1749.00,44.00,4.26,2705.00
1639.00,47.00,3.93,2690.00
1929.00,40.00,4.03,2945.00
1979.00,39.00,3.69,3005.00
1609.00,48.00,3.93,2585.00
1719.00,45.00,3.97,2675.00
1579.00,49.00,3.99,2510.00
1759.00,44.00,4.42,2720.00
1889.00,41.00,3.93,2705.00
1649.00,47.00,4.36,2705.00
1939.00,40.00,4.02,2960.00
1989.00,39.00,4.43,3005.00
1849.00,42.00,4.22,2765.00
1689.00,46.00,4.15,2675.00
1619.00,48.00,3.87,2585.00
1809.00,43.00,4.13,2795.00
1729.00,45.00,4.01,2675.00
1769.00,44.00,3.64,2720.00
1899.00,41.00,4.14,2735.00
1589.00,49.00,3.84,2510.00
1949.00,40.00,4.29,2960.00
1659.00,47.00,4.23,2705.00
1859.00,42.00,3.91,2765.00
1699.00,46.00,4.17,2675.00
1629.00,48.00,4.26,2600.00
1819.00,43.00,3.81,2840.00
1739.00,45.00,4.12,2675.00
1909.00,41.00,4.11,2735.00
1779.00,44.00,4.22,2720.00
1599.00,49.00,4.15,2510.00
1669.00,47.00,4.23,2720.00
1869.00,42.00,4.12,2780.00
1709.00,46.00,3.88,2675.00
1829.00,43.00,4.06,2870.00
1639.00,48.00,4.12,2600.00
1749.00,45.00,3.93,2675.00
1789.00,44.00,4.34,2720.00
1969.00,40.00,3.84,2990.00
1609.00,49.00,3.86,2510.00
1679.00,47.00,4.16,2720.00
1719.00,46.00,4.09,2690.00
1929.00,41.00,3.77,2765.00
1649.00,48.00,4.11,2600.00
1619.00,49.00,3.95,2510.00
1689.00,47.00,4.04,2720.00
1939.00,41.00,4.11,2780.00
1849.00,43.00,3.94,2870.00
1729.00,46.00,4.18,2705.00
1989.00,40.00,3.98,2990.00
1809.00,44.00,3.92,2720.00
1769.00,45.00,3.88,2690.00
1659.00,48.00,3.83,2600.00
1899.00,42.00,3.80,2780.00
1629.00,49.00,3.44,2525.00
1699.00,47.00,4.26,2735.00
1949.00,41.00,3.88,2780.00
1859.00,43.00,4.20,2885.00
1999.00,40.00,4.06,2990.00
1739.00,46.00,3.87,2735.00
1819.00,44.00,3.79,2720.00
1779.00,45.00,4.04,2690.00
1669.00,48.00,3.59,2615.00
1909.00,42.00,4.11,2795.00
1639.00,49.00,4.04,2525.00
1709.00,47.00,4.21,2735.00
1869.00,43.00,4.33,2900.00
1749.00,46.00,3.89,2735.00
1829.00,44.00,3.31,2735.00
1789.00,45.00,4.13,2690.00
1679.00,48.00,4.13,2630.00
1969.00,41.00,4.14,2795.00
1719.00,47.00,3.62,2735.00
1649.00,49.00,3.80,2555.00
1759.00,46.00,3.90,2750.00
1799.00,45.00,4.32,2690.00
1929.00,42.00,4.09,2795.00
1689.00,48.00,3.75,2630.00
1979.00,41.00,4.37,2825.00
1889.00,43.00,3.80,2900.00
1729.00,47.00,3.83,2735.00
1659.00,49.00,4.16,2570.00
1849.00,44.00,3.86,2750.00
1769.00,46.00,3.86,2750.00
1809.00,45.00,4.18,2690.00
1939.00,42.00,4.55,2795.00
1989.00,41.00,3.97,2825.00
1699.00,48.00,4.21,2645.00
1899.00,43.00,4.49,2930.00
1739.00,47.00,4.41,2735.00
1669.00,49.00,4.15,2570.00
1859.00,44.00,4.01,2765.00
1779.00,46.00,3.83,2765.00
1819.00,45.00,3.64,2705.00
1999.00,41.00,4.38,2825.00
1709.00,48.00,3.97,2645.00
1909.00,43.00,3.56,2930.00
1749.00,47.00,4.40,2735.00
1869.00,44.00,3.93,2780.00
1679.00,49.00,4.15,2570.00
1789.00,46.00,3.97,2765.00
1829.00,45.00,4.29,2705.00
1719.00,48.00,3.66,2660.00
1759.00,47.00,4.24,2735.00
1969.00,42.00,3.97,2840.00
1799.00,46.00,4.08,2780.00
1689.00,49.00,4.08,2585.00
1929.00,43.00,3.55,2930.00
1729.00,48.00,3.98,2675.00
1889.00,44.00,4.12,2795.00
1769.00,47.00,3.86,2735.00
1849.00,45.00,4.04,2720.00
1809.00,46.00,3.98,2780.00
1699.00,49.00,3.87,2630.00
1939.00,43.00,3.77,2930.00
1739.00,48.00,4.09,2705.00
1989.00,42.00,4.03,2840.00
1899.00,44.00,4.55,2810.00
1779.00,47.00,3.98,2750.00
1859.00,45.00,4.31,2735.00
1819.00,46.00,4.24,2795.00
1709.00,49.00,3.74,2630.00
1949.00,43.00,3.98,2930.00
1749.00,48.00,3.99,2705.00
1909.00,44.00,3.45,2825.00
1789.00,47.00,3.82,2750.00
1869.00,45.00,3.77,2750.00
1829.00,46.00,4.07,2810.00
1719.00,49.00,4.01,2630.00
1759.00,48.00,4.02,2705.00
1799.00,47.00,3.90,2765.00
1839.00,46.00,4.04,2810.00
1969.00,43.00,4.06,2945.00
1729.00,49.00,4.25,2630.00
1929.00,44.00,3.62,2870.00
1769.00,48.00,3.98,2720.00
1889.00,45.00,4.02,2750.00
1809.00,47.00,4.15,2780.00
1849.00,46.00,4.08,2810.00
1979.00,43.00,4.00,2945.00
1739.00,49.00,3.99,2630.00
1939.00,44.00,4.23,2900.00
1779.00,48.00,3.91,2720.00
1899.00,45.00,4.22,2765.00
1819.00,47.00,4.27,2780.00
1859.00,46.00,3.76,2810.00
1989.00,43.00,3.86,2945.00
1749.00,49.00,4.05,2630.00
1949.00,44.00,3.84,2900.00
1789.00,48.00,4.03,2720.00
1909.00,45.00,4.03,2765.00
1999.00,43.00,4.18,2945.00
1829.00,47.00,3.98,2795.00
1869.00,46.00,4.17,2810.00
1759.00,49.00,4.09,2630.00
1799.00,48.00,4.10,2720.00
1839.00,47.00,3.91,2810.00
1969.00,44.00,4.12,2900.00
1769.00,49.00,4.28,2630.00
1929.00,45.00,3.88,2765.00
1809.00,48.00,3.99,2720.00
1889.00,46.00,3.74,2825.00
1849.00,47.00,4.20,2810.00
1979.00,44.00,3.81,2900.00
1779.00,49.00,4.31,2630.00
1939.00,45.00,4.24,2765.00
1819.00,48.00,3.99,2720.00
1899.00,46.00,3.58,2855.00
1859.00,47.00,4.07,2810.00
1989.00,44.00,3.89,2915.00
1789.00,49.00,3.78,2630.00
1949.00,45.00,4.33,2780.00
1829.00,48.00,4.17,2720.00
1909.00,46.00,3.75,2885.00
1869.00,47.00,3.96,2810.00
1999.00,44.00,3.67,2930.00
1799.00,49.00,4.37,2630.00
1839.00,48.00,4.24,2735.00
1879.00,47.00,3.72,2810.00
1969.00,45.00,3.92,2795.00
1809.00,49.00,4.48,2675.00
1929.00,46.00,4.29,2915.00
1849.00,48.00,3.89,2735.00
1889.00,47.00,4.07,2825.00
1979.00,45.00,4.40,2825.00
1819.00,49.00,3.62,2675.00
1939.00,46.00,3.98,2930.00
1859.00,48.00,3.96,2750.00
1899.00,47.00,4.16,2825.00
1989.00,45.00,3.94,2825.00
1829.00,49.00,3.60,2675.00
1949.00,46.00,4.23,2930.00
1869.00,48.00,3.87,2750.00
1909.00,47.00,4.37,2825.00
1999.00,45.00,4.02,2825.00
1839.00,49.00,3.94,2690.00
1879.00,48.00,4.07,2765.00
1969.00,46.00,4.28,2930.00
1849.00,49.00,4.13,2690.00
1929.00,47.00,3.98,2840.00
1889.00,48.00,4.11,2765.00
1979.00,46.00,4.54,2930.00
1859.00,49.00,4.00,2705.00
1939.00,47.00,3.94,2900.00
1899.00,48.00,3.49,2780.00
1989.00,46.00,4.28,2930.00
1869.00,49.00,4.08,2705.00
1949.00,47.00,4.19,2930.00
1909.00,48.00,4.19,2780.00
1999.00,46.00,3.86,2930.00
1879.00,49.00,3.47,2705.00
1919.00,48.00,3.93,2795.00
1969.00,47.00,4.32,2930.00
1889.00,49.00,4.06,2705.00
1929.00,48.00,4.05,2810.00
1979.00,47.00,3.82,2945.00
1899.00,49.00,4.06,2720.00
1939.00,48.00,3.74,2810.00
1989.00,47.00,4.23,2960.00
1909.00,49.00,4.15,2720.00
1949.00,48.00,4.23,2825.00
1999.00,47.00,3.99,2990.00
1919.00,49.00,4.16,2735.00
1969.00,48.00,3.97,2870.00
1929.00,49.00,3.97,2735.00
1979.00,48.00,3.92,2870.00
1939.00,49.00,4.03,2765.00
1989.00,48.00,3.68,2885.00
1949.00,49.00,3.95,2765.00
1999.00,48.00,3.93,2885.00
1959.00,49.00,3.90,2765.00
1969.00,49.00,3.78,2765.00
1979.00,49.00,4.19,2765.00
1989.00,49.00,4.15,2765.00
1999.00,49.00,4.41,2765.00
1999.00,0.00,4.01,2870.00
episode,iteration,epReward,Number of Balls
9.00,1.00,4.04,95.00
9.00,2.00,4.24,80.00
9.00,3.00,3.64,95.00
9.00,4.00,3.74,95.00
9.00,5.00,3.96,95.00
9.00,6.00,3.65,95.00
9.00,7.00,4.12,110.00
9.00,8.00,3.73,110.00
9.00,9.00,4.24,80.00
9.00,10.00,3.88,95.00
9.00,11.00,4.45,80.00
9.00,12.00,3.87,110.00
9.00,13.00,3.66,95.00
9.00,14.00,4.18,80.00
9.00,15.00,3.71,95.00
9.00,16.00,4.16,125.00
9.00,17.00,3.30,110.00
9.00,18.00,3.68,110.00
9.00,19.00,3.92,110.00
9.00,20.00,3.54,80.00
9.00,21.00,3.76,80.00
9.00,22.00,3.99,110.00
9.00,23.00,3.44,95.00
9.00,24.00,4.23,80.00
9.00,25.00,2.92,110.00
9.00,26.00,3.70,80.00
9.00,27.00,4.28,125.00
9.00,28.00,3.85,110.00
9.00,29.00,3.92,80.00
9.00,30.00,3.87,95.00
9.00,31.00,3.76,80.00
9.00,32.00,3.91,110.00
9.00,33.00,4.10,110.00
9.00,34.00,3.54,110.00
9.00,35.00,4.19,95.00
9.00,36.00,3.50,125.00
9.00,37.00,3.62,95.00
9.00,38.00,4.23,95.00
9.00,39.00,3.78,110.00
9.00,40.00,3.84,80.00
9.00,41.00,3.78,110.00
9.00,42.00,3.93,80.00
9.00,43.00,3.67,95.00
9.00,44.00,4.30,80.00
9.00,45.00,4.36,80.00
9.00,46.00,4.30,80.00
9.00,47.00,3.84,80.00
9.00,48.00,3.57,110.00
9.00,49.00,3.85,80.00
19.00,25.00,4.07,185.00
29.00,17.00,3.25,305.00
19.00,26.00,4.19,125.00
529.00,1.00,3.95,1400.00
19.00,27.00,4.08,155.00
49.00,11.00,3.83,695.00
19.00,28.00,3.77,200.00
29.00,19.00,3.15,275.00
19.00,29.00,3.98,95.00
589.00,1.00,3.92,1445.00
19.00,30.00,4.04,125.00
609.00,1.00,3.89,1445.00
19.00,31.00,3.40,200.00
29.00,21.00,3.87,245.00
19.00,32.00,3.73,140.00
49.00,13.00,3.93,635.00
19.00,33.00,3.61,155.00
669.00,1.00,4.04,1460.00
19.00,34.00,3.69,140.00
29.00,23.00,3.90,245.00
19.00,35.00,2.80,140.00
709.00,1.00,4.15,1505.00
19.00,36.00,4.04,215.00
729.00,1.00,4.17,1535.00
19.00,37.00,4.34,110.00
29.00,25.00,4.36,305.00
19.00,38.00,3.91,140.00
69.00,11.00,4.02,800.00
19.00,39.00,4.11,125.00
789.00,1.00,3.10,1580.00
19.00,40.00,4.00,80.00
29.00,27.00,4.07,260.00
19.00,41.00,4.03,215.00
829.00,1.00,4.34,1655.00
19.00,42.00,3.78,80.00
49.00,17.00,4.28,530.00
19.00,43.00,3.92,125.00
29.00,29.00,4.20,290.00
19.00,44.00,3.98,125.00
889.00,1.00,3.80,1745.00
19.00,45.00,3.34,80.00
69.00,13.00,3.81,710.00
19.00,46.00,3.81,80.00
29.00,31.00,3.84,350.00
19.00,47.00,3.73,80.00
49.00,19.00,3.88,515.00
19.00,48.00,4.01,155.00
969.00,1.00,3.87,1865.00
19.00,49.00,4.08,140.00
29.00,33.00,3.39,290.00
39.00,25.00,4.29,470.00
1009.00,1.00,3.89,1880.00
29.00,34.00,3.29,230.00
1029.00,1.00,3.77,1880.00
39.00,26.00,4.21,515.00
29.00,35.00,3.69,275.00
529.00,2.00,3.63,1400.00
1069.00,1.00,3.72,1940.00
29.00,36.00,4.24,320.00
1089.00,1.00,2.84,1955.00
49.00,22.00,3.50,575.00
29.00,37.00,3.47,260.00
39.00,28.00,3.48,410.00
1129.00,1.00,3.83,2030.00
29.00,38.00,4.02,245.00
49.00,23.00,4.12,575.00
39.00,29.00,4.19,515.00
29.00,39.00,4.13,275.00
589.00,2.00,4.20,1475.00
69.00,17.00,4.13,710.00
29.00,40.00,3.84,260.00
109.00,11.00,4.52,905.00
609.00,2.00,3.42,1520.00
29.00,41.00,4.10,275.00
39.00,31.00,4.04,515.00
49.00,25.00,4.01,500.00
29.00,42.00,3.89,215.00
1269.00,1.00,4.13,2150.00
39.00,32.00,3.79,575.00
29.00,43.00,3.92,245.00
49.00,26.00,4.09,680.00
1309.00,1.00,3.87,2180.00
29.00,44.00,3.84,305.00
69.00,19.00,4.09,620.00
669.00,2.00,3.76,1550.00
29.00,45.00,3.74,170.00
39.00,34.00,3.43,290.00
1369.00,1.00,4.08,2270.00
29.00,46.00,3.96,230.00
1389.00,1.00,3.77,2300.00
39.00,35.00,3.81,470.00
29.00,47.00,3.76,230.00
709.00,2.00,3.83,1595.00
109.00,13.00,4.06,935.00
29.00,48.00,4.12,320.00
49.00,29.00,3.83,590.00
729.00,2.00,4.36,1640.00
29.00,49.00,4.27,290.00
39.00,37.00,3.88,530.00
1489.00,1.00,4.05,2510.00
49.00,30.00,4.08,770.00
1509.00,1.00,4.07,2555.00
39.00,38.00,3.50,455.00
89.00,17.00,4.06,815.00
69.00,22.00,4.23,665.00
49.00,31.00,2.76,620.00
39.00,39.00,4.02,455.00
1569.00,1.00,4.06,2645.00
789.00,2.00,3.95,1685.00
529.00,3.00,3.66,1490.00
39.00,40.00,4.14,575.00
69.00,23.00,4.09,680.00
59.00,27.00,3.94,500.00
1629.00,1.00,3.94,2705.00
39.00,41.00,3.73,365.00
49.00,33.00,3.76,605.00
829.00,2.00,4.53,1700.00
1669.00,1.00,4.47,2780.00
39.00,42.00,3.98,530.00
129.00,13.00,3.31,950.00
49.00,34.00,4.51,380.00
89.00,19.00,3.57,710.00
39.00,43.00,3.71,590.00
1729.00,1.00,3.93,2825.00
59.00,29.00,4.12,740.00
49.00,35.00,3.25,515.00
39.00,44.00,4.06,470.00
589.00,3.00,3.63,1565.00
889.00,2.00,4.06,1745.00
1789.00,1.00,4.02,2900.00
39.00,45.00,3.62,410.00
1809.00,1.00,4.33,2915.00
69.00,26.00,3.85,815.00
609.00,3.00,4.15,1595.00
39.00,46.00,3.70,545.00
49.00,37.00,4.21,650.00
59.00,31.00,4.05,650.00
109.00,17.00,4.01,845.00
39.00,47.00,3.69,350.00
69.00,27.00,3.96,545.00
49.00,38.00,3.58,545.00
1909.00,1.00,3.94,3005.00
39.00,48.00,3.69,560.00
1929.00,1.00,3.64,3050.00
969.00,2.00,3.74,1820.00
49.00,39.00,3.59,635.00
39.00,49.00,3.91,440.00
1969.00,1.00,4.00,3125.00
59.00,33.00,3.63,620.00
1989.00,1.00,4.40,3140.00
49.00,40.00,4.16,680.00
669.00,3.00,4.15,1625.00
1009.00,2.00,3.49,1880.00
69.00,29.00,4.02,815.00
59.00,34.00,4.31,500.00
49.00,41.00,3.79,380.00
1029.00,2.00,4.04,1925.00
89.00,23.00,3.92,695.00
79.00,26.00,4.35,890.00
109.00,19.00,3.73,800.00
49.00,42.00,4.26,620.00
529.00,4.00,3.91,1325.00
709.00,3.00,3.45,1670.00
1069.00,2.00,4.06,1940.00
49.00,43.00,3.97,800.00
59.00,36.00,4.12,545.00
69.00,31.00,3.92,665.00
1089.00,2.00,3.90,1970.00
729.00,3.00,3.69,1700.00
49.00,44.00,3.82,680.00
129.00,17.00,4.22,860.00
59.00,37.00,4.17,725.00
69.00,32.00,3.63,785.00
49.00,45.00,3.68,650.00
1129.00,2.00,3.91,2000.00
59.00,38.00,3.48,560.00
49.00,46.00,4.16,665.00
69.00,33.00,3.34,635.00
79.00,29.00,4.18,890.00
59.00,39.00,3.72,680.00
49.00,47.00,4.19,560.00
589.00,4.00,3.89,1415.00
789.00,3.00,4.03,1745.00
69.00,34.00,3.66,575.00
49.00,48.00,4.13,665.00
109.00,22.00,3.42,815.00
89.00,27.00,3.63,665.00
609.00,4.00,3.87,1460.00
49.00,49.00,4.06,560.00
59.00,41.00,3.86,455.00
129.00,19.00,3.60,815.00
79.00,31.00,3.59,680.00
829.00,3.00,3.49,1790.00
99.00,25.00,3.91,680.00
59.00,42.00,3.80,665.00
109.00,23.00,4.20,710.00
1269.00,2.00,3.19,2210.00
149.00,17.00,4.17,860.00
79.00,32.00,3.22,860.00
59.00,43.00,4.18,815.00
69.00,37.00,4.02,755.00
99.00,26.00,3.89,980.00
89.00,29.00,4.15,935.00
1309.00,2.00,4.04,2300.00
59.00,44.00,3.79,725.00
529.00,5.00,4.16,1415.00
69.00,38.00,3.82,635.00
889.00,3.00,3.38,1850.00
669.00,4.00,3.60,1520.00
59.00,45.00,3.78,770.00
79.00,34.00,3.20,665.00
69.00,39.00,3.80,695.00
1369.00,2.00,4.00,2375.00
109.00,25.00,3.91,725.00
59.00,46.00,4.42,725.00
1389.00,2.00,3.76,2405.00
89.00,31.00,4.40,710.00
69.00,40.00,4.19,770.00
59.00,47.00,3.89,680.00
709.00,4.00,4.27,1535.00
149.00,19.00,4.24,845.00
109.00,26.00,4.13,980.00
69.00,41.00,4.01,515.00
59.00,48.00,4.46,740.00
169.00,17.00,3.98,875.00
99.00,29.00,3.86,950.00
969.00,3.00,3.79,1925.00
729.00,4.00,4.61,1565.00
59.00,49.00,4.06,665.00
589.00,5.00,4.15,1490.00
79.00,37.00,4.06,830.00
89.00,33.00,4.17,725.00
1489.00,2.00,3.92,2555.00
129.00,23.00,3.19,740.00
99.00,30.00,3.31,1010.00
69.00,43.00,3.69,875.00
1509.00,2.00,3.52,2600.00
1009.00,3.00,2.90,1955.00
79.00,38.00,4.05,680.00
609.00,5.00,3.98,1550.00
89.00,34.00,4.27,710.00
69.00,44.00,4.19,800.00
1029.00,3.00,4.37,1985.00
99.00,31.00,3.53,725.00
79.00,39.00,3.54,740.00
1569.00,2.00,3.71,2615.00
69.00,45.00,3.66,830.00
789.00,4.00,4.19,1610.00
529.00,6.00,3.56,1400.00
109.00,29.00,3.25,965.00
79.00,40.00,4.10,800.00
1069.00,3.00,4.00,2030.00
69.00,46.00,4.54,755.00
169.00,19.00,4.00,890.00
89.00,36.00,4.18,620.00
129.00,25.00,4.45,740.00
1629.00,2.00,3.93,2690.00
1089.00,3.00,3.94,2045.00
79.00,41.00,4.36,530.00
69.00,47.00,4.26,740.00
99.00,33.00,4.50,755.00
829.00,4.00,3.77,1655.00
89.00,37.00,4.40,830.00
1669.00,2.00,3.72,2750.00
669.00,5.00,4.37,1580.00
69.00,48.00,3.99,755.00
129.00,26.00,3.25,980.00
1129.00,3.00,3.74,2060.00
99.00,34.00,3.83,755.00
109.00,31.00,3.90,800.00
89.00,38.00,4.03,710.00
69.00,49.00,3.60,740.00
79.00,43.00,3.73,890.00
149.00,23.00,4.08,785.00
1729.00,2.00,3.79,2855.00
119.00,29.00,4.32,1025.00
99.00,35.00,4.11,755.00
89.00,39.00,4.19,785.00
79.00,44.00,3.85,815.00
589.00,6.00,3.62,1490.00
709.00,5.00,4.14,1595.00
889.00,4.00,4.34,1760.00
169.00,21.00,4.26,995.00
1789.00,2.00,3.90,2900.00
79.00,45.00,4.15,860.00
189.00,19.00,3.80,890.00
1809.00,2.00,3.99,2945.00
109.00,33.00,3.66,770.00
129.00,28.00,3.98,770.00
729.00,5.00,4.03,1610.00
609.00,6.00,4.07,1490.00
79.00,46.00,4.36,800.00
89.00,41.00,4.13,590.00
99.00,37.00,3.78,950.00
529.00,7.00,4.22,1475.00
119.00,31.00,3.60,845.00
109.00,34.00,4.12,800.00
149.00,25.00,4.06,785.00
79.00,47.00,4.24,830.00
129.00,29.00,4.44,1040.00
89.00,42.00,3.37,830.00
99.00,38.00,3.90,725.00
1269.00,3.00,3.29,2180.00
1909.00,2.00,4.19,3080.00
79.00,48.00,4.01,860.00
109.00,35.00,3.90,785.00
1929.00,2.00,3.40,3095.00
89.00,43.00,4.36,905.00
969.00,4.00,4.18,1820.00
99.00,39.00,3.69,785.00
169.00,23.00,3.66,800.00
79.00,49.00,4.24,740.00
1309.00,3.00,4.11,2210.00
1969.00,2.00,3.97,3110.00
789.00,5.00,3.73,1640.00
89.00,44.00,3.70,860.00
1989.00,2.00,4.11,3125.00
189.00,21.00,3.57,1040.00
99.00,40.00,3.79,815.00
669.00,6.00,4.31,1535.00
129.00,31.00,3.78,845.00
1009.00,4.00,3.97,1910.00
89.00,45.00,4.06,905.00
139.00,29.00,3.22,1055.00
109.00,37.00,3.48,950.00
119.00,34.00,3.79,815.00
99.00,41.00,3.75,650.00
1369.00,3.00,3.92,2300.00
1029.00,4.00,4.03,1910.00
589.00,7.00,3.80,1520.00
89.00,46.00,3.99,845.00
829.00,5.00,3.93,1685.00
129.00,32.00,4.18,905.00
1389.00,3.00,3.95,2315.00
109.00,38.00,4.19,755.00
99.00,42.00,4.11,875.00
89.00,47.00,3.63,845.00
529.00,8.00,4.28,1340.00
169.00,25.00,4.36,815.00
709.00,6.00,4.03,1535.00
609.00,7.00,4.37,1565.00
1069.00,4.00,3.57,1910.00
109.00,39.00,3.61,875.00
99.00,43.00,3.79,920.00
89.00,48.00,4.25,890.00
139.00,31.00,3.76,860.00
149.00,29.00,4.14,1055.00
1089.00,4.00,4.13,1910.00
189.00,23.00,4.03,875.00
729.00,6.00,3.85,1550.00
99.00,44.00,3.89,860.00
89.00,49.00,3.89,770.00
129.00,34.00,4.18,845.00
119.00,37.00,3.90,950.00
889.00,5.00,3.81,1730.00
1489.00,3.00,4.18,2390.00
139.00,32.00,4.12,965.00
99.00,45.00,3.66,905.00
109.00,41.00,4.28,665.00
1129.00,4.00,4.39,1940.00
1509.00,3.00,4.30,2480.00
129.00,35.00,4.10,815.00
119.00,38.00,4.34,755.00
169.00,27.00,4.39,875.00
99.00,46.00,3.88,875.00
109.00,42.00,4.06,965.00
159.00,29.00,3.91,1070.00
149.00,31.00,3.22,890.00
119.00,39.00,4.34,905.00
669.00,7.00,4.13,1625.00
99.00,47.00,4.37,845.00
1569.00,3.00,3.95,2615.00
589.00,8.00,4.19,1475.00
109.00,43.00,3.93,935.00
789.00,6.00,4.14,1610.00
189.00,25.00,3.63,845.00
139.00,34.00,3.20,860.00
529.00,9.00,4.10,1325.00
99.00,48.00,3.90,920.00
129.00,37.00,3.89,950.00
209.00,23.00,3.68,920.00
109.00,44.00,3.73,860.00
969.00,5.00,3.81,1775.00
179.00,27.00,4.06,890.00
609.00,8.00,3.61,1505.00
1629.00,3.00,4.31,2690.00
99.00,49.00,3.98,785.00
119.00,41.00,3.92,695.00
169.00,29.00,3.89,1085.00
129.00,38.00,3.67,785.00
109.00,45.00,3.95,935.00
159.00,31.00,4.34,950.00
709.00,7.00,3.46,1655.00
829.00,6.00,3.62,1655.00
199.00,25.00,4.10,845.00
1669.00,3.00,3.09,2780.00
119.00,42.00,3.45,1010.00
1009.00,5.00,4.27,1850.00
109.00,46.00,3.75,890.00
129.00,39.00,4.28,905.00
1269.00,4.00,4.18,2030.00
149.00,34.00,4.25,860.00
729.00,7.00,4.38,1655.00
159.00,32.00,3.21,1010.00
189.00,27.00,4.07,890.00
1029.00,5.00,3.75,1940.00
119.00,43.00,3.71,935.00
109.00,47.00,4.21,905.00
139.00,37.00,3.67,950.00
1729.00,3.00,4.15,2855.00
129.00,40.00,4.28,905.00
179.00,29.00,3.81,1085.00
1309.00,4.00,4.49,2135.00
149.00,35.00,3.70,845.00
169.00,31.00,3.95,950.00
109.00,48.00,4.03,935.00
229.00,23.00,4.04,920.00
529.00,10.00,3.98,1310.00
589.00,9.00,3.93,1400.00
139.00,38.00,4.07,800.00
129.00,41.00,3.71,710.00
889.00,6.00,3.83,1775.00
1069.00,5.00,4.17,1970.00
669.00,8.00,3.58,1610.00
1789.00,3.00,3.38,2975.00
109.00,49.00,4.16,785.00
119.00,45.00,4.48,950.00
1809.00,3.00,4.02,3005.00
159.00,34.00,4.19,920.00
1089.00,5.00,4.07,1985.00
129.00,42.00,4.01,1010.00
1369.00,4.00,4.00,2240.00
609.00,9.00,3.97,1445.00
219.00,25.00,4.42,875.00
189.00,29.00,4.30,1085.00
119.00,46.00,3.67,890.00
789.00,7.00,4.23,1760.00
149.00,37.00,3.94,965.00
1389.00,4.00,4.11,2255.00
179.00,31.00,3.13,950.00
129.00,43.00,4.15,995.00
139.00,40.00,3.98,950.00
169.00,33.00,3.59,875.00
119.00,47.00,4.20,935.00
1129.00,5.00,4.14,2000.00
209.00,27.00,3.82,905.00
709.00,8.00,4.23,1640.00
149.00,38.00,4.11,800.00
129.00,44.00,4.09,920.00
1909.00,3.00,3.56,3155.00
139.00,41.00,3.61,725.00
229.00,25.00,3.31,950.00
119.00,48.00,3.88,965.00
169.00,34.00,3.90,965.00
1929.00,3.00,4.07,3170.00
199.00,29.00,3.74,1100.00
829.00,7.00,4.14,1790.00
969.00,6.00,3.56,1895.00
529.00,11.00,3.61,1460.00
729.00,8.00,3.94,1670.00
129.00,45.00,3.09,950.00
119.00,49.00,4.28,815.00
189.00,31.00,4.35,950.00
