episode,iteration,epReward,Number of Balls
589.00,10.00,3.93,1400.00
1969.00,3.00,3.95,3215.00
159.00,37.00,4.15,980.00
179.00,33.00,4.16,890.00
169.00,35.00,3.67,860.00
1489.00,4.00,4.27,2435.00
1989.00,3.00,4.03,3245.00
129.00,46.00,3.44,890.00
149.00,40.00,4.12,965.00
139.00,43.00,4.00,995.00
669.00,9.00,4.39,1505.00
1509.00,4.00,4.13,2465.00
549.00,11.00,3.86,1475.00
1009.00,6.00,4.22,1940.00
159.00,38.00,4.29,800.00
209.00,29.00,3.80,1115.00
609.00,10.00,3.83,1430.00
129.00,47.00,4.25,935.00
169.00,36.00,4.31,770.00
149.00,41.00,3.94,740.00
139.00,44.00,3.38,920.00
1029.00,6.00,3.62,1955.00
199.00,31.00,4.34,965.00
229.00,27.00,3.91,950.00
889.00,7.00,4.30,1820.00
129.00,48.00,3.29,965.00
249.00,25.00,3.99,965.00
189.00,33.00,3.40,920.00
1569.00,4.00,4.14,2555.00
169.00,37.00,2.99,995.00
139.00,45.00,4.29,965.00
789.00,8.00,4.39,1745.00
1269.00,5.00,4.27,2165.00
529.00,12.00,3.69,1340.00
129.00,49.00,4.23,815.00
219.00,29.00,3.74,1130.00
709.00,9.00,3.68,1565.00
159.00,40.00,4.01,980.00
1069.00,6.00,3.48,1955.00
139.00,46.00,3.86,890.00
149.00,43.00,4.06,995.00
169.00,38.00,3.98,815.00
179.00,36.00,3.92,770.00
589.00,11.00,4.04,1535.00
249.00,26.00,3.88,1145.00
209.00,31.00,3.88,965.00
1629.00,4.00,4.05,2600.00
1089.00,6.00,4.07,2015.00
1309.00,5.00,4.42,2210.00
159.00,41.00,4.22,800.00
729.00,9.00,3.81,1580.00
139.00,47.00,3.75,980.00
149.00,44.00,4.12,920.00
169.00,39.00,4.34,1055.00
829.00,8.00,4.33,1820.00
189.00,35.00,3.83,875.00
179.00,37.00,4.27,995.00
229.00,29.00,4.00,1145.00
1669.00,4.00,4.41,2645.00
669.00,10.00,4.22,1490.00
609.00,11.00,4.09,1550.00
139.00,48.00,4.11,965.00
149.00,45.00,3.39,965.00
259.00,26.00,4.13,1145.00
1129.00,6.00,4.48,2030.00
969.00,7.00,3.80,1910.00
169.00,40.00,3.97,995.00
219.00,31.00,3.90,980.00
179.00,38.00,3.34,845.00
1369.00,5.00,4.08,2345.00
139.00,49.00,4.00,860.00
159.00,43.00,4.19,995.00
529.00,13.00,3.78,1355.00
149.00,46.00,3.45,920.00
1729.00,4.00,4.32,2735.00
209.00,33.00,3.93,935.00
1389.00,5.00,4.26,2360.00
239.00,29.00,3.68,1145.00
169.00,41.00,3.71,845.00
199.00,35.00,4.30,905.00
179.00,39.00,3.79,1055.00
189.00,37.00,3.77,1025.00
159.00,44.00,3.96,950.00
149.00,47.00,4.45,995.00
1009.00,7.00,4.00,1925.00
589.00,12.00,4.08,1385.00
709.00,10.00,4.02,1565.00
789.00,9.00,4.17,1655.00
889.00,8.00,4.28,1925.00
229.00,31.00,4.13,995.00
169.00,42.00,4.19,1070.00
549.00,13.00,4.14,1370.00
1789.00,4.00,4.06,2795.00
149.00,48.00,4.25,965.00
1029.00,7.00,4.34,1955.00
189.00,38.00,4.54,860.00
1809.00,4.00,4.07,2810.00
249.00,29.00,4.45,1145.00
219.00,33.00,3.19,935.00
259.00,28.00,3.21,980.00
269.00,27.00,4.08,1010.00
729.00,10.00,4.46,1580.00
169.00,43.00,3.96,1025.00
609.00,12.00,3.93,1445.00
149.00,49.00,4.08,875.00
159.00,46.00,3.13,950.00
669.00,11.00,4.16,1580.00
179.00,41.00,3.69,860.00
199.00,37.00,4.28,1040.00
189.00,39.00,4.00,1070.00
529.00,14.00,3.63,1415.00
239.00,31.00,3.93,995.00
1489.00,5.00,3.71,2525.00
829.00,9.00,3.99,1730.00
169.00,44.00,3.49,950.00
1069.00,7.00,4.03,1970.00
249.00,30.00,4.35,1055.00
159.00,47.00,4.11,1025.00
259.00,29.00,4.13,1145.00
1509.00,5.00,3.88,2540.00
179.00,42.00,4.00,1085.00
229.00,33.00,3.48,950.00
189.00,40.00,3.59,1010.00
1269.00,6.00,4.04,2165.00
1089.00,7.00,4.00,1970.00
1909.00,4.00,4.27,2975.00
169.00,45.00,4.16,1010.00
589.00,13.00,4.22,1475.00
159.00,48.00,3.46,965.00
219.00,35.00,4.04,920.00
1929.00,4.00,4.38,3005.00
179.00,43.00,4.19,1025.00
249.00,31.00,3.94,1025.00
969.00,8.00,4.13,1970.00
209.00,37.00,4.23,1040.00
189.00,41.00,4.16,860.00
199.00,39.00,3.97,1070.00
709.00,11.00,3.23,1580.00
169.00,46.00,3.69,980.00
269.00,29.00,3.63,1160.00
159.00,49.00,3.80,875.00
1569.00,5.00,3.96,2720.00
1309.00,6.00,4.03,2180.00
1969.00,4.00,4.06,3020.00
789.00,10.00,4.14,1625.00
1129.00,7.00,4.00,1985.00
179.00,44.00,4.07,950.00
609.00,13.00,3.82,1520.00
529.00,15.00,3.97,1280.00
1989.00,4.00,3.91,3065.00
189.00,42.00,4.09,1100.00
169.00,47.00,3.61,1055.00
199.00,40.00,4.10,1010.00
889.00,9.00,4.16,1775.00
729.00,11.00,3.48,1625.00
669.00,12.00,3.62,1475.00
229.00,35.00,4.03,935.00
259.00,31.00,3.98,1025.00
1009.00,8.00,3.70,2015.00
179.00,45.00,3.84,1010.00
279.00,29.00,3.96,1160.00
219.00,37.00,4.10,1040.00
1629.00,5.00,3.87,2720.00
169.00,48.00,4.09,965.00
189.00,43.00,2.94,1055.00
209.00,39.00,4.16,1085.00
199.00,41.00,4.31,860.00
1369.00,6.00,4.28,2255.00
1029.00,8.00,3.86,2030.00
249.00,33.00,4.39,1010.00
589.00,14.00,4.31,1445.00
179.00,46.00,4.50,980.00
829.00,10.00,3.84,1625.00
259.00,32.00,4.25,1070.00
169.00,49.00,3.95,890.00
1389.00,6.00,4.37,2285.00
1669.00,5.00,4.11,2750.00
189.00,44.00,3.90,965.00
269.00,31.00,4.05,1025.00
199.00,42.00,4.14,1100.00
289.00,29.00,4.09,1175.00
649.00,13.00,4.36,1580.00
179.00,47.00,4.39,1070.00
769.00,11.00,4.13,1640.00
529.00,16.00,4.37,1325.00
249.00,34.00,4.18,1085.00
229.00,37.00,4.23,1040.00
709.00,12.00,4.06,1490.00
609.00,14.00,4.07,1460.00
189.00,45.00,4.18,1010.00
1069.00,8.00,3.94,2075.00
219.00,39.00,4.12,1100.00
199.00,43.00,4.45,1055.00
209.00,41.00,4.32,860.00
179.00,48.00,3.93,980.00
1729.00,5.00,3.93,2915.00
509.00,17.00,4.47,1400.00
279.00,31.00,3.54,1040.00
789.00,11.00,3.61,1670.00
289.00,30.00,4.11,1145.00
669.00,13.00,3.98,1595.00
1089.00,8.00,3.99,2090.00
969.00,9.00,4.27,1805.00
189.00,46.00,3.92,995.00
249.00,35.00,3.07,980.00
729.00,12.00,3.84,1535.00
199.00,44.00,3.58,995.00
179.00,49.00,3.38,920.00
259.00,34.00,3.93,1130.00
589.00,15.00,3.97,1355.00
239.00,37.00,4.14,1055.00
1269.00,7.00,3.79,2165.00
889.00,10.00,3.90,1670.00
269.00,33.00,4.35,1010.00
189.00,47.00,3.97,1070.00
1489.00,6.00,4.06,2495.00
1789.00,5.00,3.83,3020.00
279.00,32.00,4.03,1100.00
229.00,39.00,4.03,1130.00
289.00,31.00,4.13,1055.00
199.00,45.00,4.07,1010.00
529.00,17.00,4.00,1430.00
219.00,41.00,3.82,860.00
209.00,43.00,3.98,1055.00
1129.00,8.00,3.79,2105.00
1809.00,5.00,4.37,3035.00
1509.00,6.00,4.16,2510.00
1009.00,9.00,2.96,1850.00
259.00,35.00,4.02,995.00
189.00,48.00,4.08,1025.00
829.00,11.00,3.46,1685.00
609.00,15.00,3.82,1355.00
1309.00,7.00,4.39,2195.00
269.00,34.00,3.84,1130.00
199.00,46.00,4.14,1025.00
709.00,13.00,3.92,1610.00
209.00,44.00,3.80,995.00
249.00,37.00,4.21,1070.00
1029.00,9.00,4.03,1850.00
289.00,32.00,3.93,1115.00
299.00,31.00,4.10,1055.00
189.00,49.00,4.21,920.00
549.00,17.00,3.79,1460.00
239.00,39.00,3.93,1130.00
669.00,14.00,3.72,1505.00
199.00,47.00,4.39,1085.00
1569.00,6.00,3.79,2600.00
229.00,41.00,3.79,890.00
589.00,16.00,3.78,1385.00
209.00,45.00,3.93,1040.00
219.00,43.00,4.25,1070.00
789.00,12.00,4.06,1595.00
729.00,13.00,4.19,1610.00
249.00,38.00,3.49,965.00
279.00,34.00,4.37,1130.00
529.00,18.00,4.06,1355.00
1909.00,5.00,4.22,3125.00
289.00,33.00,3.55,1025.00
1369.00,7.00,3.74,2315.00
199.00,48.00,3.98,1025.00
309.00,31.00,3.26,1085.00
259.00,37.00,3.59,1070.00
1069.00,9.00,3.90,1925.00
1929.00,5.00,4.29,3140.00
209.00,46.00,4.15,1025.00
219.00,44.00,4.25,1025.00
509.00,19.00,4.33,1340.00
969.00,10.00,3.83,1775.00
269.00,36.00,4.37,860.00
1389.00,7.00,4.34,2360.00
249.00,39.00,3.25,1130.00
609.00,16.00,4.14,1430.00
1629.00,6.00,4.02,2735.00
889.00,11.00,4.18,1715.00
199.00,49.00,4.13,950.00
1089.00,9.00,3.94,1955.00
239.00,41.00,4.25,890.00
1969.00,5.00,4.31,3185.00
289.00,34.00,4.13,1145.00
209.00,47.00,3.88,1100.00
259.00,38.00,4.25,965.00
229.00,43.00,4.12,1070.00
219.00,45.00,4.22,1055.00
309.00,32.00,3.92,1130.00
709.00,14.00,3.72,1535.00
1989.00,5.00,4.38,3215.00
829.00,12.00,3.66,1640.00
269.00,37.00,4.35,1070.00
249.00,40.00,4.32,1040.00
769.00,13.00,4.24,1685.00
1669.00,6.00,4.34,2765.00
589.00,17.00,3.44,1475.00
669.00,15.00,3.88,1430.00
529.00,19.00,4.19,1370.00
209.00,48.00,4.22,1025.00
1009.00,10.00,3.73,1850.00
219.00,46.00,3.89,1040.00
259.00,39.00,3.74,1175.00
289.00,35.00,3.93,1085.00
1269.00,8.00,3.74,2270.00
1129.00,9.00,3.72,1985.00
299.00,34.00,4.01,1160.00
729.00,14.00,3.64,1595.00
309.00,33.00,4.17,1040.00
319.00,32.00,3.84,1160.00
249.00,41.00,4.34,890.00
269.00,38.00,4.32,980.00
789.00,13.00,3.88,1715.00
209.00,49.00,4.24,980.00
1029.00,10.00,4.29,1865.00
239.00,43.00,3.34,1100.00
219.00,47.00,3.68,1100.00
229.00,45.00,4.09,1055.00
279.00,37.00,3.82,1085.00
609.00,17.00,3.99,1520.00
1729.00,6.00,4.50,2900.00
259.00,40.00,4.05,1040.00
1489.00,7.00,3.76,2540.00
289.00,36.00,4.32,890.00
549.00,19.00,3.54,1385.00
1309.00,8.00,3.62,2300.00
249.00,42.00,3.85,1175.00
269.00,39.00,4.41,1175.00
309.00,34.00,3.86,1175.00
219.00,48.00,3.30,1025.00
1509.00,7.00,4.12,2555.00
229.00,46.00,3.96,1040.00
529.00,20.00,4.05,1400.00
589.00,18.00,4.29,1445.00
279.00,38.00,3.88,995.00
709.00,15.00,3.92,1475.00
259.00,41.00,3.94,980.00
969.00,11.00,4.12,1805.00
889.00,12.00,4.46,1760.00
1069.00,10.00,4.15,1925.00
509.00,21.00,3.53,1355.00
669.00,16.00,3.45,1505.00
289.00,37.00,3.89,1115.00
1789.00,6.00,3.77,2945.00
249.00,43.00,4.09,1115.00
219.00,49.00,4.27,995.00
829.00,13.00,4.48,1730.00
239.00,45.00,3.98,1070.00
229.00,47.00,3.81,1100.00
569.00,19.00,3.78,1385.00
309.00,35.00,4.15,1115.00
1809.00,6.00,3.90,2960.00
319.00,34.00,4.07,1175.00
329.00,33.00,3.41,1055.00
1089.00,10.00,4.22,1925.00
259.00,42.00,4.18,1190.00
729.00,15.00,3.57,1475.00
1369.00,8.00,4.49,2330.00
609.00,18.00,3.89,1460.00
1569.00,7.00,3.76,2615.00
249.00,44.00,4.61,1040.00
289.00,38.00,4.14,995.00
229.00,48.00,4.52,1025.00
649.00,17.00,4.11,1565.00
789.00,14.00,4.30,1655.00
269.00,41.00,4.20,980.00
299.00,37.00,3.28,1115.00
1009.00,11.00,3.81,1820.00
1389.00,8.00,4.26,2330.00
529.00,21.00,3.92,1355.00
309.00,36.00,4.31,905.00
259.00,43.00,4.06,1115.00
279.00,40.00,4.18,1085.00
589.00,19.00,4.22,1415.00
329.00,34.00,3.72,1175.00
249.00,45.00,4.33,1085.00
229.00,49.00,3.71,995.00
239.00,47.00,3.85,1115.00
1129.00,10.00,3.92,1940.00
289.00,39.00,4.06,1205.00
1029.00,11.00,3.95,1835.00
269.00,42.00,3.72,1205.00
709.00,16.00,4.05,1520.00
669.00,17.00,3.95,1580.00
299.00,38.00,4.04,995.00
1629.00,7.00,3.48,2690.00
1269.00,9.00,4.23,2180.00
259.00,44.00,4.31,1055.00
1909.00,6.00,4.43,3005.00
309.00,37.00,4.24,1130.00
279.00,41.00,4.20,980.00
249.00,46.00,3.76,1070.00
239.00,48.00,3.83,1025.00
329.00,35.00,3.61,1160.00
339.00,34.00,3.92,1190.00
889.00,13.00,3.95,1790.00
1929.00,6.00,4.09,3035.00
609.00,19.00,4.57,1445.00
289.00,40.00,3.65,1085.00
269.00,43.00,3.88,1130.00
829.00,14.00,3.25,1685.00
969.00,12.00,4.34,1850.00
529.00,22.00,4.07,1325.00
729.00,16.00,3.86,1550.00
1669.00,7.00,3.53,2765.00
259.00,45.00,3.91,1115.00
509.00,23.00,3.94,1295.00
249.00,47.00,3.94,1115.00
239.00,49.00,3.76,1025.00
1069.00,11.00,3.12,1865.00
309.00,38.00,3.65,1010.00
1309.00,9.00,3.94,2210.00
589.00,20.00,4.33,1460.00
1969.00,6.00,4.07,3125.00
909.00,13.00,4.00,1805.00
319.00,37.00,3.94,1130.00
789.00,15.00,4.30,1595.00
269.00,44.00,3.57,1055.00
289.00,41.00,3.88,1010.00
339.00,35.00,4.09,1160.00
1489.00,8.00,3.85,2495.00
1989.00,6.00,4.28,3140.00
259.00,46.00,3.46,1085.00
569.00,21.00,3.13,1430.00
1089.00,11.00,3.81,1880.00
249.00,48.00,4.03,1040.00
279.00,43.00,4.40,1130.00
669.00,18.00,4.24,1520.00
709.00,17.00,4.14,1610.00
1509.00,8.00,3.98,2525.00
309.00,39.00,3.85,1235.00
549.00,22.00,3.76,1340.00
1729.00,7.00,4.18,2855.00
1009.00,12.00,4.34,1880.00
269.00,45.00,4.08,1130.00
319.00,38.00,4.02,1025.00
289.00,42.00,4.33,1205.00
529.00,23.00,4.11,1340.00
609.00,20.00,3.38,1475.00
329.00,37.00,3.84,1175.00
259.00,47.00,3.94,1130.00
339.00,36.00,4.04,920.00
249.00,49.00,3.94,1040.00
299.00,41.00,3.95,1025.00
279.00,44.00,3.83,1100.00
1369.00,9.00,4.14,2300.00
649.00,19.00,3.37,1550.00
1029.00,12.00,4.60,1895.00
589.00,21.00,4.25,1430.00
309.00,40.00,4.21,1115.00
729.00,17.00,4.31,1610.00
269.00,46.00,4.28,1085.00
1129.00,11.00,4.01,1895.00
829.00,15.00,3.37,1640.00
889.00,14.00,4.25,1715.00
289.00,43.00,4.06,1145.00
259.00,48.00,3.87,1055.00
499.00,25.00,4.31,1250.00
1389.00,9.00,3.71,2330.00
1789.00,7.00,3.81,2945.00
329.00,38.00,3.78,1040.00
1569.00,8.00,3.87,2540.00
339.00,37.00,3.67,1190.00
279.00,45.00,3.67,1130.00
969.00,13.00,3.98,1835.00
789.00,16.00,3.72,1625.00
549.00,23.00,4.18,1340.00
1809.00,7.00,4.51,2960.00
269.00,47.00,4.01,1130.00
1269.00,10.00,3.98,2150.00
309.00,41.00,3.61,1040.00
529.00,24.00,4.03,1385.00
669.00,19.00,4.30,1580.00
259.00,49.00,3.85,1055.00
509.00,25.00,3.57,1250.00
289.00,44.00,3.98,1115.00
709.00,18.00,4.03,1535.00
319.00,40.00,3.72,1115.00
609.00,21.00,3.11,1430.00
1069.00,12.00,3.82,1970.00
329.00,39.00,4.18,1265.00
279.00,46.00,4.27,1100.00
299.00,43.00,4.14,1160.00
339.00,38.00,4.01,1085.00
349.00,37.00,4.20,1235.00
269.00,48.00,3.68,1070.00
589.00,22.00,4.05,1355.00
499.00,26.00,3.81,1340.00
309.00,42.00,4.14,1205.00
1629.00,8.00,4.19,2645.00
289.00,45.00,4.23,1145.00
1089.00,12.00,3.29,2030.00
769.00,17.00,3.65,1625.00
1309.00,10.00,4.00,2255.00
569.00,23.00,3.70,1370.00
319.00,41.00,3.60,1055.00
1009.00,13.00,4.48,1880.00
729.00,18.00,3.68,1565.00
279.00,47.00,4.09,1130.00
299.00,44.00,4.07,1130.00
269.00,49.00,3.83,1085.00
529.00,25.00,4.08,1250.00
339.00,39.00,4.51,1265.00
829.00,16.00,4.19,1640.00
349.00,38.00,4.16,1145.00
1209.00,11.00,4.14,1985.00
359.00,37.00,3.95,1235.00
309.00,43.00,3.94,1160.00
289.00,46.00,3.92,1100.00
889.00,15.00,3.12,1745.00
1669.00,8.00,4.40,2705.00
1909.00,7.00,3.81,3005.00
1029.00,13.00,3.86,1895.00
669.00,20.00,4.03,1520.00
1489.00,9.00,4.40,2450.00
609.00,22.00,4.30,1370.00
789.00,17.00,4.12,1640.00
279.00,48.00,3.99,1070.00
709.00,19.00,4.10,1595.00
299.00,45.00,3.69,1160.00
1929.00,7.00,3.83,3065.00
519.00,26.00,4.05,1385.00
329.00,41.00,3.78,1055.00
1129.00,12.00,3.94,2120.00
589.00,23.00,3.78,1385.00
969.00,14.00,3.54,1820.00
1509.00,9.00,3.95,2510.00
339.00,40.00,3.98,1115.00
289.00,47.00,3.94,1130.00
309.00,44.00,2.94,1130.00
349.00,39.00,4.11,1280.00
359.00,38.00,4.31,1175.00
369.00,37.00,3.60,1235.00
1369.00,10.00,4.39,2300.00
279.00,49.00,4.12,1100.00
549.00,25.00,4.27,1265.00
319.00,43.00,4.24,1160.00
509.00,27.00,3.76,1310.00
529.00,26.00,4.08,1415.00
1969.00,7.00,3.95,3095.00
299.00,46.00,4.06,1100.00
1729.00,8.00,4.20,2750.00
329.00,42.00,4.18,1220.00
729.00,19.00,4.22,1625.00
1389.00,10.00,4.02,2330.00
1069.00,13.00,4.13,1925.00
289.00,48.00,4.07,1100.00
1989.00,7.00,4.17,3110.00
339.00,41.00,3.59,1085.00
309.00,45.00,3.76,1175.00
1269.00,11.00,3.90,2045.00
349.00,40.00,3.34,1130.00
609.00,23.00,3.36,1430.00
359.00,39.00,3.37,1310.00
369.00,38.00,4.08,1190.00
669.00,21.00,4.50,1475.00
319.00,44.00,3.90,1130.00
299.00,47.00,3.37,1130.00
829.00,17.00,4.28,1640.00
1569.00,9.00,4.50,2600.00
1009.00,14.00,4.21,1835.00
589.00,24.00,4.05,1445.00
1089.00,13.00,3.79,1940.00
329.00,43.00,3.86,1175.00
709.00,20.00,3.73,1580.00
289.00,49.00,3.51,1115.00
789.00,18.00,4.13,1640.00
889.00,16.00,4.11,1655.00
569.00,25.00,4.12,1310.00
309.00,46.00,4.25,1115.00
339.00,42.00,4.07,1220.00
549.00,26.00,4.10,1430.00
529.00,27.00,3.84,1325.00
1789.00,8.00,4.26,2855.00
349.00,41.00,4.20,1115.00
299.00,48.00,4.09,1115.00
1309.00,11.00,3.98,2090.00
1029.00,14.00,4.49,1880.00
369.00,39.00,3.87,1310.00
379.00,38.00,4.19,1205.00
849.00,17.00,4.16,1685.00
1809.00,8.00,4.04,2900.00
629.00,23.00,3.85,1430.00
499.00,29.00,4.08,1400.00
329.00,44.00,4.16,1145.00
969.00,15.00,4.28,1805.00
519.00,28.00,4.40,1265.00
309.00,47.00,4.00,1130.00
539.00,27.00,3.49,1340.00
729.00,20.00,3.63,1610.00
339.00,43.00,3.63,1190.00
769.00,19.00,4.10,1640.00
609.00,24.00,3.99,1475.00
1629.00,9.00,3.90,2675.00
1129.00,13.00,4.05,1955.00
299.00,49.00,4.13,1115.00
319.00,46.00,3.87,1115.00
669.00,22.00,3.71,1460.00
589.00,25.00,4.09,1325.00
359.00,41.00,4.26,1130.00
509.00,29.00,3.87,1430.00
369.00,40.00,3.92,1145.00
379.00,39.00,4.29,1310.00
529.00,28.00,3.56,1265.00
329.00,45.00,3.77,1205.00
309.00,48.00,3.71,1145.00
1489.00,10.00,4.12,2570.00
709.00,21.00,4.28,1520.00
829.00,18.00,4.38,1685.00
649.00,23.00,4.13,1430.00
339.00,44.00,3.94,1175.00
1069.00,14.00,4.19,1970.00
499.00,30.00,3.89,1340.00
789.00,19.00,3.51,1670.00
1669.00,9.00,4.11,2720.00
319.00,47.00,3.52,1145.00
349.00,43.00,4.17,1190.00
1369.00,11.00,4.00,2135.00
519.00,29.00,3.97,1430.00
1509.00,10.00,4.43,2570.00
359.00,42.00,3.39,1220.00
889.00,17.00,3.81,1700.00
1009.00,15.00,3.99,1895.00
369.00,41.00,3.57,1160.00
329.00,46.00,4.06,1115.00
309.00,49.00,3.94,1115.00
379.00,40.00,3.70,1175.00
389.00,39.00,3.62,1325.00
1269.00,12.00,4.31,2285.00
609.00,25.00,4.21,1370.00
1089.00,14.00,4.14,1985.00
1909.00,8.00,3.73,3005.00
1389.00,11.00,4.39,2165.00
339.00,45.00,3.82,1205.00
729.00,21.00,3.71,1550.00
589.00,26.00,3.71,1445.00
319.00,48.00,3.55,1160.00
529.00,29.00,4.06,1430.00
569.00,27.00,3.85,1340.00
349.00,44.00,4.38,1175.00
669.00,23.00,3.95,1460.00
1929.00,8.00,4.41,3035.00
1029.00,15.00,4.57,1925.00
909.00,17.00,4.12,1700.00
359.00,43.00,3.28,1220.00
499.00,31.00,4.44,1385.00
329.00,47.00,3.75,1160.00
969.00,16.00,3.90,1700.00
369.00,42.00,4.39,1235.00
1729.00,9.00,4.44,2750.00
379.00,41.00,3.57,1175.00
389.00,40.00,4.15,1190.00
709.00,22.00,4.02,1475.00
339.00,46.00,3.87,1130.00
539.00,29.00,3.96,1430.00
319.00,49.00,3.62,1130.00
1569.00,10.00,4.39,2615.00
1309.00,12.00,4.19,2330.00
1209.00,13.00,4.21,2075.00
349.00,45.00,4.06,1205.00
1969.00,8.00,4.08,3080.00
829.00,19.00,4.19,1685.00
789.00,20.00,4.31,1700.00
509.00,31.00,4.21,1385.00
1129.00,14.00,4.07,2000.00
329.00,48.00,3.73,1160.00
609.00,26.00,4.16,1475.00
689.00,23.00,4.11,1460.00
529.00,30.00,3.81,1385.00
369.00,43.00,3.86,1220.00
1989.00,8.00,4.18,3095.00
589.00,27.00,3.70,1355.00
549.00,29.00,4.19,1430.00
379.00,42.00,3.67,1265.00
339.00,47.00,3.48,1160.00
389.00,41.00,4.03,1175.00
399.00,40.00,4.10,1220.00
889.00,18.00,4.16,1730.00
1069.00,15.00,4.09,1985.00
729.00,22.00,4.28,1520.00
669.00,24.00,4.28,1520.00
349.00,46.00,3.78,1175.00
1789.00,9.00,4.37,2825.00
519.00,31.00,4.06,1385.00
849.00,19.00,3.80,1700.00
1009.00,16.00,3.09,1745.00
329.00,49.00,4.16,1130.00
359.00,45.00,4.27,1205.00
559.00,29.00,4.25,1445.00
649.00,25.00,3.96,1445.00
369.00,44.00,4.29,1205.00
1809.00,9.00,4.08,2840.00
1629.00,10.00,4.10,2690.00
339.00,48.00,3.92,1160.00
709.00,23.00,3.70,1460.00
379.00,43.00,4.02,1220.00
1089.00,15.00,4.41,2015.00
389.00,42.00,3.60,1280.00
1489.00,11.00,4.12,2300.00
399.00,41.00,3.83,1190.00
529.00,31.00,3.93,1385.00
1369.00,12.00,3.66,2435.00
349.00,47.00,3.98,1175.00
609.00,27.00,3.69,1400.00
1029.00,16.00,4.10,1745.00
969.00,17.00,3.99,1745.00
499.00,33.00,3.84,1295.00
1269.00,13.00,3.82,2135.00
589.00,28.00,3.55,1355.00
569.00,29.00,3.68,1475.00
359.00,46.00,3.69,1190.00
789.00,21.00,4.16,1610.00
829.00,20.00,3.86,1730.00
1509.00,11.00,4.51,2315.00
519.00,32.00,3.91,1385.00
369.00,45.00,3.73,1205.00
339.00,49.00,3.54,1145.00
1389.00,12.00,4.24,2435.00
1669.00,10.00,4.21,2690.00
379.00,44.00,3.64,1205.00
539.00,31.00,3.61,1400.00
669.00,25.00,3.88,1475.00
389.00,43.00,4.01,1250.00
729.00,23.00,3.74,1490.00
349.00,48.00,4.21,1175.00
409.00,41.00,3.60,1190.00
579.00,29.00,3.81,1505.00
509.00,33.00,3.82,1295.00
649.00,26.00,3.68,1520.00
889.00,19.00,4.05,1730.00
359.00,47.00,3.29,1205.00
769.00,22.00,4.03,1580.00
1129.00,15.00,3.73,2030.00
529.00,32.00,3.85,1385.00
499.00,34.00,4.57,1460.00
629.00,27.00,4.10,1415.00
369.00,46.00,4.09,1205.00
1309.00,13.00,3.72,2240.00
709.00,24.00,4.24,1550.00
549.00,31.00,3.78,1400.00
609.00,28.00,3.91,1355.00
379.00,45.00,3.50,1235.00
589.00,29.00,4.00,1520.00
1069.00,16.00,3.79,1805.00
349.00,49.00,3.72,1160.00
389.00,44.00,4.10,1235.00
1009.00,17.00,3.85,1805.00
1909.00,9.00,4.27,3050.00
399.00,43.00,3.85,1250.00
409.00,42.00,3.66,1340.00
689.00,25.00,3.46,1505.00
1569.00,11.00,3.79,2420.00
359.00,48.00,4.12,1190.00
909.00,19.00,4.05,1745.00
1729.00,10.00,4.37,2720.00
509.00,34.00,3.70,1460.00
559.00,31.00,3.72,1400.00
1929.00,9.00,4.09,3080.00
789.00,22.00,3.77,1610.00
369.00,47.00,4.06,1205.00
579.00,30.00,2.91,1490.00
669.00,26.00,4.47,1535.00
829.00,21.00,4.27,1655.00
1089.00,16.00,3.44,1820.00
969.00,18.00,4.18,1820.00
379.00,46.00,3.56,1235.00
529.00,33.00,4.08,1310.00
499.00,35.00,4.04,1385.00
1029.00,17.00,3.79,1805.00
729.00,24.00,3.81,1610.00
389.00,45.00,3.18,1250.00
399.00,44.00,4.19,1250.00
409.00,43.00,4.29,1250.00
359.00,49.00,4.31,1160.00
569.00,31.00,4.08,1415.00
519.00,34.00,3.77,1460.00
609.00,29.00,3.59,1550.00
589.00,30.00,4.09,1490.00
769.00,23.00,3.18,1535.00
1969.00,9.00,3.55,3155.00
709.00,25.00,4.21,1550.00
369.00,48.00,3.45,1205.00
1269.00,14.00,4.09,2165.00
889.00,20.00,3.91,1760.00
1369.00,13.00,3.99,2315.00
539.00,33.00,3.97,1340.00
509.00,35.00,3.72,1385.00
379.00,47.00,4.13,1205.00
1489.00,12.00,4.12,2600.00
1789.00,10.00,4.37,2885.00
1989.00,9.00,3.58,3170.00
559.00,32.00,4.02,1430.00
1629.00,11.00,4.14,2525.00
389.00,46.00,4.07,1280.00
579.00,31.00,4.16,1430.00
399.00,45.00,3.48,1265.00
529.00,34.00,4.17,1460.00
409.00,44.00,2.86,1265.00
949.00,19.00,4.52,1805.00
419.00,43.00,3.96,1250.00
1389.00,13.00,4.05,2315.00
1129.00,16.00,3.88,1865.00
669.00,27.00,3.98,1475.00
1809.00,10.00,4.06,2900.00
1509.00,12.00,4.00,2615.00
369.00,49.00,4.02,1190.00
549.00,33.00,3.90,1370.00
789.00,23.00,4.07,1550.00
1009.00,18.00,4.18,1925.00
1069.00,17.00,4.02,1835.00
519.00,35.00,3.97,1385.00
379.00,48.00,3.71,1220.00
729.00,25.00,3.96,1550.00
829.00,22.00,3.83,1640.00
629.00,29.00,3.81,1580.00
589.00,31.00,4.19,1430.00
609.00,30.00,4.16,1520.00
389.00,47.00,3.65,1205.00
1309.00,14.00,4.16,2225.00
509.00,36.00,3.38,1220.00
1669.00,11.00,4.18,2570.00
399.00,46.00,4.36,1280.00
